,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides C1,Peptides C2,Peptides C3,Peptides E1_24,Peptides E1_48,Peptides E2_24,Peptides E2_48,Peptides E3_24,Peptides E3_48,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Razor + unique peptides E1_24,Razor + unique peptides E1_48,Razor + unique peptides E2_24,Razor + unique peptides E2_48,Razor + unique peptides E3_24,Razor + unique peptides E3_48,Unique peptides C1,Unique peptides C2,Unique peptides C3,Unique peptides E1_24,Unique peptides E1_48,Unique peptides E2_24,Unique peptides E2_48,Unique peptides E3_24,Unique peptides E3_48,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Sequence coverage E1_24 [%],Sequence coverage E1_48 [%],Sequence coverage E2_24 [%],Sequence coverage E2_48 [%],Sequence coverage E3_24 [%],Sequence coverage E3_48 [%],Intensity,Intensity C1,Intensity C2,Intensity C3,Intensity E1_24,Intensity E1_48,Intensity E2_24,Intensity E2_48,Intensity E3_24,Intensity E3_48,iBAQ peptides,iBAQ,iBAQ C1,iBAQ C2,iBAQ C3,iBAQ E1_24,iBAQ E1_48,iBAQ E2_24,iBAQ E2_48,iBAQ E3_24,iBAQ E3_48,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,LFQ intensity E1_24,LFQ intensity E1_48,LFQ intensity E2_24,LFQ intensity E2_48,LFQ intensity E3_24,LFQ intensity E3_48,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count E1_24,MS/MS count E1_48,MS/MS count E2_24,MS/MS count E2_48,MS/MS count E3_24,MS/MS count E3_48,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Deamidation (NQ) site IDs,Dioxidation (MW) site IDs,Oxidation (M) site IDs,Deamidation (NQ) site positions,Dioxidation (MW) site positions,Oxidation (M) site positions,Taxonomy IDs,unique_int,Gene_id,desc,E1_24,E2_24,E3_24,E1_48,E2_48,E3_48,mean,exp_rank
1461,tr|A0A0U1RNK7|A0A0U1RNK7_MOUSE;tr|E9PX48|E9PX48_MOUSE;tr|A2A9M5|A2A9M5_MOUSE;tr|A2A9M4|A2A9M4_MOUSE;sp|Q8R1A4|DOCK7_MOUSE;tr|A0A0U1RNY4|A0A0U1RNY4_MOUSE;tr|A2AW79|A2AW79_MOUSE;tr|F6ZJ55|F6ZJ55_MOUSE,tr|A0A0U1RNK7|A0A0U1RNK7_MOUSE;tr|E9PX48|E9PX48_MOUSE;tr|A2A9M5|A2A9M5_MOUSE;tr|A2A9M4|A2A9M4_MOUSE;sp|Q8R1A4|DOCK7_MOUSE,6;6;6;6;6;2;1;1,6;6;6;6;6;2;1;1,5;5;5;5;5;2;1;1,tr|A0A0U1RNK7|A0A0U1RNK7_MOUSE Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=1;tr|E9PX48|E9PX48_MOUSE Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=2;tr|A2A9M5|A2A9M5_MOUSE Dedicator of cytokine,8,6,6,5,0,0,0,1,2,5,4,0,0,0,0,0,1,2,5,4,0,0,0,0,0,0,1,4,3,0,0,5.8,5.8,5.0,238.09,2098,2098;2100;2128;2130;2130;811;247;255,0.0,10.006,0.0,0.0,0.0,0.9,1.7,4.9,3.2,0.0,0.0,51264000,0,0,0,2399400,6209600,24091000,18564000,0,0,106,483620.0,0.0,0.0,0.0,22636.0,58581.0,227270.0,175130.0,0.0,0.0,0,0,0,0,7464800,6538900,7051900,0,0,0,0,0,1,2,5,4,0,0,12,,,,1461,3145;9409;10972;12652;12746;14011,True;True;True;True;True;True,3383;10356;12273;14104;14210;15589,16384;16385;16386;16387;52903;61636;71029;71030;71031;71551;71552;78555,18122;18123;18124;18125;59665;69159;79671;79672;79673;80235;80236;87789,18124;59665;69159;79673;80235;87789,,,,,,,-1;-1;-1;-1;-1;-1;-1;-1,5,tr|A0A0U1RNK7|A0A0U1RNK7_MOUSE,none,22636.0,227270.0,0.0,58581.0,175130.0,0.0,120904.25,67.0
986,sp|Q64430|ATP7A_MOUSE;tr|A2AG68|A2AG68_MOUSE,sp|Q64430|ATP7A_MOUSE;tr|A2AG68|A2AG68_MOUSE,4;4,4;4,4;4,sp|Q64430|ATP7A_MOUSE Copper-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp7a PE=1 SV=3;tr|A2AG68|A2AG68_MOUSE Copper-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp7a PE=1 SV=1,2,4,4,4,0,0,0,0,3,2,2,1,0,0,0,0,0,3,2,2,1,0,0,0,0,0,3,2,2,1,0,4.1,4.1,4.1,161.96,1491,1491;1492,0.0,4.5369,0.0,0.0,0.0,0.0,3.5,1.6,2.5,1.0,0.0,27864000,0,0,0,0,8842400,6319400,11252000,1449700,0,58,480410.0,0.0,0.0,0.0,0.0,152450.0,108960.0,194000.0,24995.0,0.0,0,0,0,0,5377800,0,5695600,0,0,0,0,0,0,3,2,2,1,0,8,,,,986,1120;5546;12461;14855,True;True;True;True,1217;5991;13899;16492,5907;29994;29995;69830;69831;69832;69833;83451,6608;33169;33170;78170;78171;78172;78173;93799,6608;33169;78172;93799,,,,,,,-1;-1,4,sp|Q64430|ATP7A_MOUSE,Copper-transporting ATPase 1,0.0,108960.0,24995.0,152450.0,194000.0,0.0,120101.25,68.0
526,sp|P58871|TB182_MOUSE;tr|Z4YJL4|Z4YJL4_MOUSE,sp|P58871|TB182_MOUSE;tr|Z4YJL4|Z4YJL4_MOUSE,5;3,5;3,5;3,sp|P58871|TB182_MOUSE 182 kDa tankyrase-1-binding protein OS=Mus musculus OX=10090 GN=Tnks1bp1 PE=1 SV=2;tr|Z4YJL4|Z4YJL4_MOUSE 182 kDa tankyrase-1-binding protein OS=Mus musculus OX=10090 GN=Tnks1bp1 PE=1 SV=1,2,5,5,5,1,0,0,1,4,0,3,1,0,1,0,0,1,4,0,3,1,0,1,0,0,1,4,0,3,1,0,4.2,4.2,4.2,181.82,1720,1720;1058,0.0,6.5489,1.3,0.0,0.0,1.2,4.0,0.0,3.0,0.5,0.0,39942000,0,0,0,1507000,11201000,0,20141000,7094000,0,85,469910.0,0.0,0.0,0.0,17729.0,131770.0,0.0,236950.0,83459.0,0.0,0,0,0,0,9232200,0,7139600,0,0,0,0,0,1,4,0,3,1,0,9,,,,526,2689;7181;8077;8989;13058,True;True;True;True;True,2891;7788;8755;9838;14545,14031;14032;39451;39452;39453;44339;49967;73223;73224;73225,15424;15425;43739;43740;43741;49286;55568;82066;82067;82068,15424;43741;49286;55568;82067,,,,,,,-1;-1,5,sp|P58871|TB182_MOUSE,182 kDa tankyrase-1-binding protein,17729.0,0.0,83459.0,131770.0,236950.0,0.0,117477.0,69.0
1941,sp|Q9JKV1|ADRM1_MOUSE;tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE;tr|D3YUD8|D3YUD8_MOUSE,sp|Q9JKV1|ADRM1_MOUSE;tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE;tr|D3YUD8|D3YUD8_MOUSE,2;2;1,2;2;1,2;2;1,sp|Q9JKV1|ADRM1_MOUSE Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2;tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE Predicted pseudogene 9774 OS=Mus musculus OX=10090 GN=Gm9774 PE=4 SV=1;tr|D3YUD8|D3YUD8_MOUSE Predicted pseudogene 9774 OS,3,2,2,2,0,1,0,1,1,1,1,0,2,0,1,0,1,1,1,1,0,2,0,1,0,1,1,1,1,0,2,7.9,7.9,7.9,42.06,407,407;407;309,0.0,9.4225,0.0,3.9,0.0,3.9,3.9,3.9,3.9,0.0,7.9,6435200,0,0,0,655180,428070,3982600,820000,0,549360,11,585020.0,0.0,0.0,0.0,59562.0,38916.0,362060.0,74546.0,0.0,49941.0,0,0,0,0,0,0,0,0,352610,0,0,0,1,1,1,1,0,1,5,,,,1941,774;11799,True;True,847;13177,4218;4219;65900;65901;65902;65903;65904,4844;4845;73732;73733;73734;73735;73736,4844;73733,,,,,,,-1;-1;-1,2,sp|Q9JKV1|ADRM1_MOUSE,Proteasomal ubiquitin receptor ADRM1,59562.0,362060.0,0.0,38916.0,74546.0,49941.0,117005.0,70.0
825,sp|Q501J7|PHAR4_MOUSE;tr|A0A0A0MQJ4|A0A0A0MQJ4_MOUSE;tr|A0A0A0MQL5|A0A0A0MQL5_MOUSE,sp|Q501J7|PHAR4_MOUSE;tr|A0A0A0MQJ4|A0A0A0MQJ4_MOUSE,3;2;1,3;2;1,3;2;1,sp|Q501J7|PHAR4_MOUSE Phosphatase and actin regulator 4 OS=Mus musculus OX=10090 GN=Phactr4 PE=1 SV=2;tr|A0A0A0MQJ4|A0A0A0MQJ4_MOUSE Phosphatase and actin regulator 4 (Fragment) OS=Mus musculus OX=10090 GN=Phactr4 PE=1 SV=1,3,3,3,3,0,0,0,1,3,1,1,1,0,0,0,0,1,3,1,1,1,0,0,0,0,1,3,1,1,1,0,7.9,7.9,7.9,76.631,694,694;298;157,0.0,9.2024,0.0,0.0,0.0,3.0,7.9,3.0,3.0,3.0,0.0,19118000,0,0,0,861440,7130800,5988800,4121500,1015200,0,33,579330.0,0.0,0.0,0.0,26104.0,216080.0,181480.0,124890.0,30765.0,0.0,0,0,0,0,5315500,0,0,0,0,0,0,0,1,3,1,2,1,0,8,,,,825,5833;7320;11170,True;True;True,6311;7935;12484,31988;40233;40234;40235;40236;40237;62537,35716;44636;44637;44638;44639;44640;44641;70130,35716;44636;70130,,,,,,,-1;-1;-1,3,sp|Q501J7|PHAR4_MOUSE,Phosphatase and actin regulator 4,26104.0,181480.0,30765.0,216080.0,124890.0,0.0,115863.8,71.0
1339,sp|Q8C8U0|LIPB1_MOUSE;tr|F6S1C4|F6S1C4_MOUSE;tr|G3X957|G3X957_MOUSE;sp|O35711|LIPB2_MOUSE,sp|Q8C8U0|LIPB1_MOUSE,4;1;1;1,4;1;1;1,4;1;1;1,sp|Q8C8U0|LIPB1_MOUSE Liprin-beta-1 OS=Mus musculus OX=10090 GN=Ppfibp1 PE=1 SV=3,4,4,4,4,0,0,0,3,1,1,2,0,0,0,0,0,3,1,1,2,0,0,0,0,0,3,1,1,2,0,0,6.5,6.5,6.5,108.54,969,969;254;882;882,0.0,10.808,0.0,0.0,0.0,5.3,1.2,2.2,3.4,0.0,0.0,19431000,0,0,0,4871200,1344600,6332700,6882500,0,0,47,413420.0,0.0,0.0,0.0,103640.0,28608.0,134740.0,146440.0,0.0,0.0,0,0,0,0,0,0,2741500,0,0,0,0,0,3,0,1,3,0,0,7,,,,1339,1653;7995;8624;12050,True;True;True;True,1790;8667;9343;13440,8950;43926;47478;47479;47480;67405;67406,9956;48853;52781;52782;52783;52784;75478;75479,9956;48853;52781;75479,,,,,,,-1;-1;-1;-1,4,sp|Q8C8U0|LIPB1_MOUSE,Liprin-beta-1,103640.0,134740.0,0.0,28608.0,146440.0,0.0,103357.0,72.0
1122,sp|Q7TT50|MRCKB_MOUSE;tr|A0A1Y7VLI0|A0A1Y7VLI0_MOUSE,sp|Q7TT50|MRCKB_MOUSE,9;1,9;1,8;1,sp|Q7TT50|MRCKB_MOUSE Serine/threonine-protein kinase MRCK beta OS=Mus musculus OX=10090 GN=Cdc42bpb PE=1 SV=2,2,9,9,8,0,0,0,3,7,3,4,2,1,0,0,0,3,7,3,4,2,1,0,0,0,3,6,3,4,2,1,7.2,7.2,6.7,194.75,1713,1713;249,0.0,18.677,0.0,0.0,0.0,2.4,5.4,2.2,3.4,1.9,1.0,51820000,0,0,0,3522800,14759000,12876000,16659000,2283900,1719300,84,616910.0,0.0,0.0,0.0,41938.0,175700.0,153290.0,198320.0,27190.0,20468.0,0,0,0,4933600,7359500,7458300,6236500,0,0,0,0,0,3,7,3,4,2,1,20,,,,1122,1222;3406;4679;6286;6502;10754;11595;11812;14172,True;True;True;True;True;True;True;True;True,1323;3671;5035;6819;7048;12029;12950;13190;15765,6475;17763;17764;24751;34535;35686;35687;35688;35689;35690;35691;60604;60605;60606;64812;64813;65984;79378;79379;79380,7237;19628;19629;27217;38511;39723;39724;39725;39726;39727;39728;67992;67993;67994;72592;72593;73821;88658;88659;88660,7237;19629;27217;38511;39726;67994;72592;73821;88658,,,,,,,-1;-1,8,sp|Q7TT50|MRCKB_MOUSE,Serine/threonine-protein kinase MRCK beta,41938.0,153290.0,27190.0,175700.0,198320.0,20468.0,102817.66666666667,73.0
100,sp|B2RXS4|PLXB2_MOUSE,sp|B2RXS4|PLXB2_MOUSE,11,11,11,sp|B2RXS4|PLXB2_MOUSE Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1,1,11,11,11,0,0,0,5,7,4,1,2,0,0,0,0,5,7,4,1,2,0,0,0,0,5,7,4,1,2,0,9.6,9.6,9.6,206.23,1842,1842,0.0,24.471999999999998,0.0,0.0,0.0,5.2,5.2,2.9,0.6,1.7,0.0,41008000,0,0,0,7783800,14312000,12721000,2161100,4030300,0,87,471360.0,0.0,0.0,0.0,89469.0,164500.0,146220.0,24840.0,46325.0,0.0,0,0,0,6328600,7552700,9340500,0,0,0,0,0,0,5,7,6,1,2,0,21,,,,100,529;1477;1915;2276;4711;7269;8133;10208;10750;13487;14389,True;True;True;True;True;True;True;True;True;True;True,570;1606;2069;2455;5071;7884;8816;11361;12025;15012;15996,2792;8049;8050;8051;10232;11917;11918;24950;24951;24952;39982;44630;44631;57640;60582;75712;75713;75714;80583,3243;8986;8987;8988;11320;13139;13140;27445;27446;27447;27448;44346;49597;49598;64794;67968;67969;84804;84805;84806;89965,3243;8986;11320;13140;27446;44346;49597;64794;67969;84804;89965,,,,,,,-1,11,sp|B2RXS4|PLXB2_MOUSE,Plexin-B2,89469.0,146220.0,46325.0,164500.0,24840.0,0.0,94270.8,74.0
1554,sp|Q91WK2|EIF3H_MOUSE,sp|Q91WK2|EIF3H_MOUSE,2,2,2,sp|Q91WK2|EIF3H_MOUSE Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus OX=10090 GN=Eif3h PE=1 SV=1,1,2,2,2,0,0,0,1,0,2,1,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,2,1,1,0,10.2,10.2,10.2,39.832,352,352,0.0,6.5941,0.0,0.0,0.0,4.8,0.0,10.2,5.4,5.4,0.0,7287600,0,0,0,912800,0,5069600,966570,338610,0,20,364380.0,0.0,0.0,0.0,45640.0,0.0,253480.0,48329.0,16931.0,0.0,0,0,0,0,0,1900700,0,0,0,0,0,0,1,0,2,1,1,0,5,,,,1554,1014;2337,True;True,1101;2519,5423;5424;12243;12244;12245,6099;6100;13508;13509;13510,6099;13508,,,,,,,-1,2,sp|Q91WK2|EIF3H_MOUSE,Eukaryotic translation initiation factor 3 subunit H,45640.0,253480.0,16931.0,0.0,48329.0,0.0,91095.0,75.0
390,sp|P28660|NCKP1_MOUSE;tr|A2AS98|A2AS98_MOUSE;sp|Q8K1X4|NCKPL_MOUSE,sp|P28660|NCKP1_MOUSE;tr|A2AS98|A2AS98_MOUSE,5;5;1,5;5;1,5;5;1,sp|P28660|NCKP1_MOUSE Nck-associated protein 1 OS=Mus musculus OX=10090 GN=Nckap1 PE=1 SV=2;tr|A2AS98|A2AS98_MOUSE Nck-associated protein 1 OS=Mus musculus OX=10090 GN=Nckap1 PE=1 SV=1,3,5,5,5,1,0,0,2,3,2,2,0,0,1,0,0,2,3,2,2,0,0,1,0,0,2,3,2,2,0,0,5.9,5.9,5.9,128.78,1128,1128;1134;1134,0.0,33.857,1.5,0.0,0.0,1.8,3.0,2.4,1.8,0.0,0.0,22182000,0,0,0,1561000,5231000,8889700,6500800,0,0,61,363650.0,0.0,0.0,0.0,25590.0,85754.0,145730.0,106570.0,0.0,0.0,0,0,0,1889700,3012900,0,3147100,0,0,0,0,0,2,3,1,2,0,0,8,,,,390,2490;8026;9472;11534;12850,True;True;True;True;True,2678;8698;10427;12881;14321,12994;44058;44059;44060;53203;53204;53205;53206;64466;72044,14344;48994;48995;48996;59984;59985;59986;59987;72207;80766,14344;48994;59985;72207;80766,,,,,,,-1;-1;-1,5,sp|P28660|NCKP1_MOUSE,Nck-associated protein 1,25590.0,145730.0,0.0,85754.0,106570.0,0.0,90911.0,76.0
93,sp|B0V2N1|PTPRS_MOUSE,sp|B0V2N1|PTPRS_MOUSE,5,4,3,sp|B0V2N1|PTPRS_MOUSE Receptor-type tyrosine-protein phosphatase S OS=Mus musculus OX=10090 GN=Ptprs PE=1 SV=1,1,5,4,3,0,0,0,3,3,3,2,4,1,0,0,0,2,2,2,2,3,1,0,0,0,1,1,1,1,2,1,3.4,2.8,2.1,211.9,1907,1907,0.0,5.532,0.0,0.0,0.0,2.3,2.3,1.9,1.3,2.8,0.6,44531000,0,0,0,5443400,8594600,12205000,9627100,8341700,319280,86,517810.0,0.0,0.0,0.0,63295.0,99937.0,141920.0,111940.0,96996.0,3712.6,0,0,0,5245800,6169700,5805700,4745000,3559000,0,0,0,0,2,2,2,2,3,1,12,,,,93,6899;8537;11190;12414;14559,True;True;True;True;False,7482;9252;12507;13849;16178,37897;37898;37899;47051;47052;47053;62639;62640;62641;62642;62643;69587;81525;81526;81527;81528,42046;42047;42048;52320;52321;52322;70236;70237;70238;70239;70240;77904;91253;91254;91255;91256,42046;52322;70238;77904;91254,,,,,,,-1,3,sp|B0V2N1|PTPRS_MOUSE,Receptor-type tyrosine-protein phosphatase S,63295.0,141920.0,96996.0,99937.0,111940.0,3712.6,86300.09999999999,77.0
488,sp|P50580|PA2G4_MOUSE,sp|P50580|PA2G4_MOUSE,3,3,3,sp|P50580|PA2G4_MOUSE Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3,1,3,3,3,0,0,0,1,1,1,2,1,1,0,0,0,1,1,1,2,1,1,0,0,0,1,1,1,2,1,1,7.1,7.1,7.1,43.698,394,394,0.0,6.6253,0.0,0.0,0.0,2.3,2.8,2.8,4.8,2.8,2.8,10816000,0,0,0,472030,744940,2927100,4817500,1029100,825160,22,491620.0,0.0,0.0,0.0,21456.0,33861.0,133050.0,218980.0,46775.0,37507.0,0,0,0,0,0,0,1918900,0,0,0,0,0,1,1,1,2,1,1,7,,,,488,322;671;12516,True;True;True,342;725;13960,1473;3576;70288;70289;70290;70291;70292,1612;4097;78769;78770;78771;78772;78773,1612;4097;78771,,,,,,,-1,3,sp|P50580|PA2G4_MOUSE,Proliferation-associated protein 2G4,21456.0,133050.0,46775.0,33861.0,218980.0,37507.0,81938.16666666667,78.0
1009,tr|E9Q390|E9Q390_MOUSE;sp|Q69ZN7|MYOF_MOUSE;tr|A0A286YDF5|A0A286YDF5_MOUSE;tr|A0A286YCZ3|A0A286YCZ3_MOUSE;tr|A0A286YE65|A0A286YE65_MOUSE,tr|E9Q390|E9Q390_MOUSE;sp|Q69ZN7|MYOF_MOUSE;tr|A0A286YDF5|A0A286YDF5_MOUSE;tr|A0A286YCZ3|A0A286YCZ3_MOUSE,13;13;13;9;1,13;13;13;9;1,13;13;13;9;1,tr|E9Q390|E9Q390_MOUSE Myoferlin OS=Mus musculus OX=10090 GN=Myof PE=1 SV=2;sp|Q69ZN7|MYOF_MOUSE Myoferlin OS=Mus musculus OX=10090 GN=Myof PE=1 SV=2;tr|A0A286YDF5|A0A286YDF5_MOUSE Myoferlin OS=Mus musculus OX=10090 GN=Myof PE=1 SV=1;tr|A0A286YCZ3|A0A286YC,5,13,13,13,0,0,0,5,10,2,2,3,0,0,0,0,5,10,2,2,3,0,0,0,0,5,10,2,2,3,0,9.6,9.6,9.6,233.32,2048,2048;2048;2061;1307;85,0.0,31.201999999999998,0.0,0.0,0.0,3.8,7.5,1.1,1.9,2.1,0.0,50236000,0,0,0,8208900,26994000,5145300,7454500,2433000,0,123,408420.0,0.0,0.0,0.0,66739.0,219460.0,41832.0,60606.0,19780.0,0.0,0,0,0,7622600,19546000,0,0,2698100,0,0,0,0,5,10,2,2,2,0,21,,,,1009,224;807;1814;1831;4347;5598;5736;7070;7405;11501;12601;12797;13592,True;True;True;True;True;True;True;True;True;True;True;True;True,235;887;1965;1982;4681;6044;6212;7671;8033;12846;14051;14265;15128,976;4360;4361;4362;9759;9760;9865;22938;22939;22940;30236;31480;31481;31482;31483;38987;40881;64337;64338;70730;71807;76377,1050;4990;4991;4992;10829;10830;10945;25259;25260;25261;33433;35164;35165;35166;35167;43238;45446;72062;72063;79255;80521;85525,1050;4992;10830;10945;25259;33433;35167;43238;45446;72063;79255;80521;85525,,,,,,,-1;-1;-1;-1;-1,13,tr|E9Q390|E9Q390_MOUSE,tr|E9Q390|E9Q390_MOUSE Myoferlin,66739.0,41832.0,19780.0,219460.0,60606.0,0.0,81683.4,79.0
349,sp|P20664|PRI1_MOUSE;tr|J3QN19|J3QN19_MOUSE,sp|P20664|PRI1_MOUSE;tr|J3QN19|J3QN19_MOUSE,3;2,3;2,3;2,sp|P20664|PRI1_MOUSE DNA primase small subunit OS=Mus musculus OX=10090 GN=Prim1 PE=1 SV=1;tr|J3QN19|J3QN19_MOUSE DNA primase OS=Mus musculus OX=10090 GN=Prim1 PE=1 SV=1,2,3,3,3,0,0,0,2,1,1,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,2,1,1,0,1,0,8.4,8.4,8.4,49.295,417,417;418,0.0,5.1799,0.0,0.0,0.0,4.8,3.6,2.6,0.0,3.6,0.0,9108200,0,0,0,2109900,1642000,2969700,0,2386500,0,28,325290.0,0.0,0.0,0.0,75355.0,58644.0,106060.0,0.0,85233.0,0.0,0,0,0,2109900,0,0,0,0,0,0,0,0,2,1,1,0,1,0,5,,,,349,5547;5965;11219,True;True;True,5992;6469;12536,29996;29997;32869;62740;62741,33171;33172;36694;70341;70342,33171;36694;70341,,,,,,,-1;-1,3,sp|P20664|PRI1_MOUSE,DNA primase small subunit,75355.0,106060.0,85233.0,58644.0,0.0,0.0,81323.0,80.0
1315,sp|Q8C129|LCAP_MOUSE,sp|Q8C129|LCAP_MOUSE,3,3,3,sp|Q8C129|LCAP_MOUSE Leucyl-cystinyl aminopeptidase OS=Mus musculus OX=10090 GN=Lnpep PE=1 SV=1,1,3,3,3,0,0,0,0,2,1,2,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,2,1,2,1,0,4.1,4.1,4.1,117.3,1025,1025,0.0,4.1564,0.0,0.0,0.0,0.0,3.2,2.0,2.1,1.3,0.0,14369000,0,0,0,0,3206300,4821800,4003200,2338100,0,50,287390.0,0.0,0.0,0.0,0.0,64125.0,96437.0,80065.0,46763.0,0.0,0,0,0,0,2390100,0,0,0,0,0,0,0,0,2,1,1,1,0,5,,,,1315,5380;6662;8927,True;True;True,5807;7221;9755,28888;28889;28890;36562;36563;49630,31879;31880;31881;40647;40648;55209,31880;40648;55209,,,,,,,-1,3,sp|Q8C129|LCAP_MOUSE,Leucyl-cystinyl aminopeptidase,0.0,96437.0,46763.0,64125.0,80065.0,0.0,71847.5,81.0
830,sp|Q571K4|TAB3_MOUSE,sp|Q571K4|TAB3_MOUSE,3,3,3,sp|Q571K4|TAB3_MOUSE TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Mus musculus OX=10090 GN=Tab3 PE=1 SV=2,1,3,3,3,0,0,0,2,2,0,1,1,0,0,0,0,2,2,0,1,1,0,0,0,0,2,2,0,1,1,0,7.1,7.1,7.1,79.029,716,716,0.0,5.4421,0.0,0.0,0.0,5.4,4.3,0.0,2.7,2.7,0.0,8709300,0,0,0,3392100,1880600,0,1410000,2026500,0,31,280950.0,0.0,0.0,0.0,109420.0,60666.0,0.0,45484.0,65372.0,0.0,0,0,0,0,1401900,0,0,0,0,0,0,0,2,2,0,1,1,0,6,,,,830,10890;11725;12646,True;True;True,12180;13098;14098,61251;65481;70998;70999;71000;71001,68725;73292;79638;79639;79640;79641,68725;73292;79639,,,,,,,-1,3,sp|Q571K4|TAB3_MOUSE,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,109420.0,0.0,65372.0,60666.0,45484.0,0.0,70235.5,82.0
194,sp|O54916|REPS1_MOUSE;tr|D3Z2E3|D3Z2E3_MOUSE;tr|F6R6F1|F6R6F1_MOUSE;tr|E9Q632|E9Q632_MOUSE;tr|F7AB82|F7AB82_MOUSE;sp|Q80XA6|REPS2_MOUSE;tr|A2AFI8|A2AFI8_MOUSE;tr|B9EI38|B9EI38_MOUSE,sp|O54916|REPS1_MOUSE;tr|D3Z2E3|D3Z2E3_MOUSE;tr|F6R6F1|F6R6F1_MOUSE;tr|E9Q632|E9Q632_MOUSE,3;2;2;2;1;1;1;1,3;2;2;2;1;1;1;1,3;2;2;2;1;1;1;1,sp|O54916|REPS1_MOUSE RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus OX=10090 GN=Reps1 PE=1 SV=2;tr|D3Z2E3|D3Z2E3_MOUSE RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus OX=10090 GN=Reps1 PE=1 SV=1;tr|F6R6F1|F6R6F1_MOUSE ,8,3,3,3,0,0,0,1,3,0,1,1,1,0,0,0,1,3,0,1,1,1,0,0,0,1,3,0,1,1,1,6.4,6.4,6.4,86.51799999999999,795,795;705;755;768;240;521;647;648,0.0,11.012,0.0,0.0,0.0,1.4,6.4,0.0,1.4,1.4,1.4,13005000,0,0,0,896940,8595300,0,1540800,1205400,766600,41,317200.0,0.0,0.0,0.0,21877.0,209640.0,0.0,37581.0,29400.0,18698.0,0,0,0,0,6407200,0,0,0,0,0,0,0,1,3,0,1,1,1,7,,,,194,7883;11927;12244,True;True;True,8543;13311;13661,43298;66564;68643;68644;68645;68646;68647,48134;74428;76814;76815;76816;76817;76818,48134;74428;76816,,,,,,,-1;-1;-1;-1;-1;-1;-1;-1,3,sp|O54916|REPS1_MOUSE,RalBP1-associated Eps domain-containing protein 1,21877.0,0.0,29400.0,209640.0,37581.0,18698.0,63439.2,83.0
